,SRS045739,SRS015217,SRS049896,SRS012849,SRS011529,SRS014459,SRS011134,SRS016517,SRS020233,SRS014313,SRS017821,SRS045645,SRS021948,SRS016095,SRS023176,SRS011452,SRS013476,SRS013639,SRS045713,SRS015854,SRS019787,SRS017191,SRS049900,SRS017521,SRS043667,SRS019910,SRS020869,SRS018984,SRS015133,SRS015190,SRS016267,SRS013158,SRS015065,SRS018133,SRS024388,SRS049959,SRS019030,SRS015264,SRS017247,SRS015960,SRS022713,SRS013098,SRS015431,SRS048164,SRS011405,SRS016989,SRS019161,SRS024075,SRS015782,SRS024009,SRS019601,SRS017307,SRS015794,SRS018351,SRS018427,SRS019267,SRS015578,SRS024132,SRS043001,SRS013638,SRS021153,SRS019068,SRS042284,SRS045528,SRS024265,SRS014923,SRS048870,SRS013521,SRS016203,SRS021484,SRS011239,SRS049164,SRS023583,SRS012273,SRS018575,SRS012902,SRS014287,SRS047044,SRS017916,SRS015369,SRS043411,SRS043701,SRS014235,SRS049712,SRS016438,SRS016753,SRS016495,SRS016335,SRS049402,SRS045004,SRS011084,SRS024663,SRS013687,SRS023971,SRS019685,SRS023829,SRS042628,SRS020622,SRS014613,SRS011302,SRS017701,SRS022524,SRS011586,SRS022137,SRS017103,SRS024435,SRS023914,SRS011271,SRS013951,SRS018656,SRS017433,SRS019582,SRS018817,SRS018313,SRS024331,SRS013800,SRS023346,SRS013215,SRS019968,SRS023526,SRS022071,SRS019397,SRS015663,SRS047014,SRS019381,SRS016585,SRS024549,SRS014979,SRS024625,SRS011061,SRS020328,SRS016018,SRS012969,SRS016954,SRS015890,SRS021219,SRS016437,SRS016056,SRS022609,SRS014683,SRS047210,SRS017209,SRS023352,SRS047219,SRS018300,SRS023617,SRS013234,SRS011306,SRS015057,SRS078182,SRS019327,SRS018969,SRS015174,SRS014271,SRS021496,SRS063932,SRS062761,SRS019045,SRS053854,SRS011140,SRS013502,SRS055495,SRS013164,SRS062544,SRS023958,SRS053603,SRS016002,SRS044486,SRS056622,SRS012279,SRS015272,SRS063193,SRS017713,SRS018739,SRS022621,SRS015209,SRS013879,SRS045715,SRS016037,SRS023835,SRS019974,SRS014888,SRS017007,SRS014573,SRS024318,SRS057539,SRS050244,SRS018439,SRS015893,SRS052227,SRS016342,SRS013705,SRS019071,SRS054687,SRS015644,SRS011086,SRS024081,SRS017439,SRS016740,SRS065278,SRS016501,SRS042131,SRS015537,SRS042910,SRS055426,SRS022530,SRS057692,SRS024375,SRS019607,SRS023557,SRS020334,SRS018357,SRS044662,SRS024637,SRS014470,SRS047824,SRS042643,SRS015941,SRS043663,SRS049389,SRS018791,SRS016319,SRS024580,SRS017808,SRS015038,SRS011243,SRS023926,SRS077736,SRS019894,SRS019219,SRS063288,SRS017120,SRS016225,SRS015434,SRS017076,SRS017533,SRS022143,SRS064774,SRS021954,SRS048411,SRS013818,SRS014124,SRS064423,SRS014684,SRS057205,SRS057791,SRS075404,SRS015797,SRS062540,SRS024138,SRS019022,SRS024015,SRS022077,SRS011115,SRS018591,SRS051791,SRS024441,SRS056323,SRS020220,SRS018145,SRS015762,SRS024277,SRS045127,SRS049147,SRS050669,SRS019122,SRS044373,SRS057355,SRS016569,SRS016086,SRS020856,SRS015395,SRS058336,SRS048791,SRS019389,SRS022719,SRS016529
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_testaceum;t__Microbacterium_testaceum_StLB037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,18,1,1,7,5,2,1,2,3,1,1,2,10,2,1,,5,3,3,13,1,,,8,1,3,1,7,1,4,,1,4,4,1,2,3,,8,4,6,10,5,2,5,1,2,,3,3,2,5,3,1,1,1,,6,4,14,2,6,1,13,3,,3,10,5,9,3,3,,,7,4,2,,6,3,,8,1,,9,1,4,2,16,5,,1,2,9,2,9,26,,17,11,1,4,7,4,3,11,14,2,1,2,10,4,13,7,,1,,2,,4,5,1,3,9,3,3,2,,17,3,1,4,3,3,3,,1
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter_sp._FB24;t__Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2,2,,,4,4,,,,,5,9,12,,,,,1,1,6,30,4,,,1,,1,1,,5,,10,18,12,,8,,1,2,,,,2,,,,,1,12,1,,,3,8,3,1,7,1,,,1,1,,3,9,,6,1,2,,6,,3,17,5,6,1,2,,,13,7,,,11,,,22,,,,17,2,,7,2,6,,4,4,,,,3,1,,2,10,2,,,2,5,,2,3,6,6,3,12,,5,9,4,14,6,,,,23
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Glutamicibacter;s__Glutamicibacter_arilaitensis;t__Glutamicibacter_arilaitensis_Re117,,,,1,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,,1,,,,,,,,,6,,,,,,3,,1,,,,,,,,,,1,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,231,7,55,57,13,24,264,46,50,57,12,121,206,81,5,9,57,548,144,177,85,,11,58,19,46,106,407,174,88,129,150,208,29,32,17,124,9,80,210,184,454,110,64,44,30,27,20,6,29,60,9,13,405,141,505,69,188,34,67,344,121,247,246,70,1,29,230,89,130,135,149,,98,65,18,11,76,188,37,105,94,182,69,30,40,45,314,90,41,6,181,56,61,311,130,53,48,298,25,63,296,25,258,11,97,88,16,37,92,600,406,98,77,38,31,163,304,19,29,23,52,38,289,92,28,163,32,152,102,129,343,64,55,78,12,393
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__Kocuria_rhizophila;t__Kocuria_rhizophila_DC2201,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,2,4,1,1,,3,4,26,13,4,,4,,1,1,,,,,1,,3,23,2,2,,,,26,,1,,1,,,,1,34,4,,2,9,,3,1,9,7,,,69,,91,,14,3,8,1,,13,31,10,,3,5,1,1,2,,,2,,4,1,,,,,,3,,2,2,4,4,8,,,4,,,15,,2,,7,,9,53,4,4,2,,,,3,,2,84,1,10,,3,31,1,,3,,3,4,91,,,6,5,21,,43,4,16,3,,,4
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus_luteus;t__Micrococcus_luteus_NCTC_2665,5,,2,2,,,,,,,,,,,,6,,3,,,,,,,1,,,,,,,,,,,,,,,,,5,,,,,,,,,,,1,,,,,,,4,,,1,3,,1,,,,,,,,,,,,,29,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,2,34,,,,19,1,1,22,4,5,10,2,1,11,2,7,12,10,,11,2,35,3,4,1,1,,15,3,5,13,19,28,15,10,4,15,6,7,5,1,2,4,24,8,10,16,4,7,9,5,,25,6,,1,5,9,1,5,6,24,3,24,,3,14,2,4,,4,2,8,5,13,7,,32,10,,2,5,1,4,16,12,17,,8,2,,1,11,7,,14,2,9,48,19,15,4,40,28,3,5,21,16,6,5,29,,1,5,82,46,18,4,5,3,9,44,18,2,4,7,5,20,7,1,,1,19,20,7,8,1,5,7,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus_sp._28;t__Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus_sp._A1;t__Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus_sp._V7;t__Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Pseudarthrobacter;s__Pseudarthrobacter_chlorophenolicus;t__Pseudarthrobacter_chlorophenolicus_A6,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,12,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,16,,,,,,,1,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Pseudarthrobacter;s__Pseudarthrobacter_phenanthrenivorans;t__Pseudarthrobacter_phenanthrenivorans_Sphe3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,1,,,1,,1,,,,,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,2,,,6,,,,,,,,,,1,,,,,1,,,,48,,1,,,,,1,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Renibacterium;s__Renibacterium_salmoninarum;t__Renibacterium_salmoninarum_ATCC_33209,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,3,9,15,6,10,114,9,9,23,8,56,95,30,1,,17,259,51,108,44,2,1,17,10,22,41,243,83,25,63,73,96,1,13,5,51,,35,97,65,189,56,21,32,10,4,11,8,21,5,,7,119,57,118,26,23,9,18,143,36,94,150,39,,17,110,34,58,80,66,2,41,17,10,,36,107,14,34,44,84,33,9,9,12,116,39,14,,80,15,16,115,69,3,18,176,18,8,149,11,80,4,30,67,5,26,38,334,96,38,25,15,18,11,99,17,13,4,16,25,139,34,14,85,13,66,49,62,143,28,7,30,3,145
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__Rothia_dentocariosa;t__Rothia_dentocariosa_ATCC_17931,4,5,318,3,1,4,7,16,,1,,,13,3,,2,1,159,6,2,1,,3,3,2,1,4,,8,,2,1,32,,,,1,6,1,3,,153,1,1,1,,,,,,1,,4,11,,6,10,,3,25,4,,18,238,,22,,,2,,3,4,,53,49,4,3,1,378,15,,,2,2,3,1,4,24,2,,2,5,,,2,3,5,7,,3,,,,,,1,,3,98,100,,,11,52,2,,,,127,2,3,4,1,6,2,,,4,1,,5,,3,,2,3,22,1,21,17,3417,239,2047,715,864,558,8180,549,582,1142,278,2227,3133,1216,172,7476,1439,9652,2566,5628,2642,155,530,980,610,661,3722,12341,2487,1140,2170,3456,6282,1611,1035,525,2312,791,1371,7857,5845,7293,2365,1189,2313,791,595,373,462,558,4234,429,378,6503,2575,6273,1024,7763,3314,1394,8914,2062,5621,5130,6097,4,546,3414,1768,4505,7501,2780,63,11290,1018,648,305,1337,3867,608,2020,1839,4724,3442,764,2136,801,8172,2287,527,88,2722,1019,1029,8097,14919,661,791,6685,720,2089,4981,884,3460,319,1994,2748,294,2289,1271,13003,9856,1520,3837,878,694,2128,5211,1282,549,529,1068,1923,5036,1188,471,2598,672,2482,1957,8738,6755,1293,1695,1768,487,11644
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__Rothia_mucilaginosa;t__Rothia_mucilaginosa_DY-18,91,54,372,81,2,1,17,34,,1,,,18,6,,1,1,312,,3,1,,5,4,85,,,,3,,,,27,1,,3,1,4,,2,4,357,2,3,,2,2,,1,5,3,7,5,136,,8,7,3,4,15,70,1,12,467,1,10,2,3,,2,1,,1,581,3,4,1,,178,,1,1,,11,127,1,7,11,68,12,26,80,1,,2,,,127,2,1,1,,2,1,,,1,6,3,8,3,4,3,62,,,1,4,14,16,78,,13,19,9,2,2,3,1,,12,10,112,1,1,127,6,2,1,,252334,6649,53515,39496,19064,17149,364686,31299,15099,51269,13021,139810,174768,64245,7480,164,36056,390295,164776,278111,116493,3844,10570,55478,31982,37168,134549,531790,206953,92241,60714,186242,148556,25215,36583,16538,115587,6825,118766,276137,230700,622150,156170,55458,45013,34864,25767,15163,13281,40154,58488,7461,18793,478064,173703,391179,44016,286459,28907,62618,338009,120781,153172,352747,104320,251,23584,267982,87098,153291,142140,205606,2058,54664,25804,20365,9202,51385,196403,32055,40111,63701,204789,82713,32804,47564,42863,417561,79518,30904,3772,111527,51368,67923,147908,222770,49009,48844,266773,34768,72048,314150,39149,81140,10761,49914,115743,15465,32547,91312,605449,524481,119052,84341,18208,16645,163013,341800,23208,42288,19073,67865,57240,431976,89119,22609,76523,36220,178858,114573,142476,428349,74419,41414,95104,8368,467225
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Promicromonosporaceae;g__Isoptericola;s__Isoptericola_variabilis;t__Isoptericola_variabilis_225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,5,37,4,12,11,,5,20,4,7,16,14,1,5,6,7,13,6,3,,1,13,5,18,21,21,49,23,7,5,8,18,5,8,9,,10,17,11,26,7,5,8,19,8,7,37,11,,11,12,31,3,11,4,11,6,47,1,9,5,25,8,,9,16,10,7,10,14,,32,19,9,8,6,9,5,22,25,3,10,4,,8,10,32,21,,16,4,26,14,34,27,8,45,36,4,30,24,8,14,13,75,1,,5,20,20,46,11,21,8,25,50,29,5,9,1,2,36,7,7,7,1,48,11,11,9,16,12,5,,5
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Promicromonosporaceae;g__Xylanimonas;s__Xylanimonas_cellulosilytica;t__Xylanimonas_cellulosilytica_DSM_15894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,1,,1,2,3,2,,,,16,7,4,,18,,5,8,,1,,,5,1,12,3,7,14,,3,3,5,2,,13,1,3,,9,5,,1,1,3,9,2,,6,,,4,4,3,2,1,3,,2,30,2,,4,5,3,,,1,,,11,2,,4,2,1,4,,2,2,3,12,2,2,5,,1,4,16,6,,12,,,1,22,5,,16,15,,1,18,5,,6,28,2,2,1,16,12,3,,,,1,5,3,,,,1,15,,1,,,4,4,,3,6,9,1,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Sanguibacteraceae;g__Sanguibacter;s__Sanguibacter_keddieii;t__Sanguibacter_keddieii_DSM_10542,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,50,2,93,43,36,46,11,12,29,75,24,44,38,27,12,15,13,40,29,9,17,,,25,7,15,25,26,28,51,19,9,37,48,14,73,3,7,8,37,15,31,17,22,33,120,86,18,28,8,,68,19,62,7,48,11,28,19,38,1,24,3,61,2,,3,9,48,25,67,14,,26,27,71,19,21,12,14,55,86,14,45,20,,78,9,77,22,,64,9,61,6,48,61,21,125,70,,30,31,26,10,41,198,5,6,17,60,67,43,40,26,19,29,133,57,16,12,28,5,42,8,31,9,14,71,15,18,21,15,53,10,1,4
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes;s__Actinoplanes_friuliensis;t__Actinoplanes_friuliensis_DSM_7358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,30,48,19,11,7,8,9,57,12,29,25,27,6,34,4,18,20,8,9,,1,25,7,22,33,25,43,37,23,14,15,19,10,17,13,1,5,17,20,33,12,10,26,25,8,8,45,5,4,24,20,34,5,34,10,21,3,32,6,22,7,34,4,,7,18,24,10,39,15,1,23,13,23,14,16,9,4,7,49,13,11,16,1,18,8,50,24,,19,13,41,7,40,54,12,79,47,6,23,27,19,16,15,89,6,,7,54,51,45,28,21,14,33,79,35,10,11,13,2,36,11,12,8,6,60,13,6,17,16,22,8,2,6
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes;s__Actinoplanes_missouriensis;t__Actinoplanes_missouriensis_431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,19,,,,,,8,,,8,,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes;s__Actinoplanes_sp._N902-109;t__Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora_aurantiaca;t__Micromonospora_aurantiaca_ATCC_27029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora_sp._L5;t__Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Verrucosispora;s__Verrucosispora_maris;t__Verrucosispora_maris_AB-18-032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Nakamurellales;f__Nakamurellaceae;g__Nakamurella;s__Nakamurella_multipartita;t__Nakamurella_multipartita_DSM_44233,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,3,,,,,,,,,,,,,,1,,,,,,,2,,,,6,,,,1,,,,,,,1,,,,,,1,,,,,,,1,1,,,,,,,,1,,,,,1,,,,,,1,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,2,1,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Kribbella;s__Kribbella_flavida;t__Kribbella_flavida_DSM_17836,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,158,7,61,237,54,45,30,33,52,165,40,93,109,97,39,17,46,117,78,47,35,1,11,131,28,66,106,115,195,141,74,40,35,85,35,61,56,6,41,96,70,142,59,77,41,124,82,29,200,30,10,114,70,124,18,82,25,52,17,162,13,63,19,123,31,,21,60,82,15,96,47,,94,89,151,53,47,49,33,105,163,42,63,78,5,30,34,109,96,,78,32,137,25,132,126,51,195,206,15,87,88,121,73,60,242,54,11,66,142,154,143,138,56,13,87,263,91,50,89,20,15,85,64,34,46,30,200,44,31,47,52,119,39,,22
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides_sp._JS614;t__Unknown,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,25,1,11,4,,1,31,5,1,5,3,25,26,7,1,3,5,93,19,19,20,,,6,4,4,16,63,31,10,18,24,42,3,4,4,13,1,11,48,21,67,18,6,7,5,3,1,6,4,12,1,4,71,17,33,5,31,1,9,38,17,22,28,6,,,24,12,15,12,13,,13,10,4,1,10,20,6,18,11,15,10,2,6,9,38,11,1,,16,8,10,50,19,4,6,54,6,9,37,3,27,1,5,23,,5,4,139,62,13,8,8,7,29,37,3,9,4,7,8,26,5,5,33,6,16,29,12,56,10,3,8,1,67
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Microlunatus;s__Microlunatus_phosphovorus;t__Microlunatus_phosphovorus_NM-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
